kota_administrasi,kecamatan,kelurahan,rw,tgl_kejadian,bulan_kejadian,rainFall_mm,rainDuration_minutes,ketinggian_air_min_cm,ketinggian_air_max_cm,waktu_kejadian
Jakarta Timur,Jatinegara,Bidaracina,14,2024-01-17,Januari,96.5,154,35,66,05:19
Jakarta Timur,Jatinegara,Bidaracina,03,2024-01-07,Januari,112.6,119,28,64,07:16
Jakarta Timur,Jatinegara,Bidaracina,13,2024-02-04,Februari,110.7,90,14,82,12:54
Jakarta Timur,Jatinegara,Bidaracina,02,2024-02-25,Februari,109.1,116,14,75,07:34
Jakarta Timur,Jatinegara,Bidaracina,08,2024-03-24,Maret,104.4,156,24,79,11:47
Jakarta Timur,Jatinegara,Bidaracina,15,2024-03-28,Maret,124.5,175,17,75,03:57
Jakarta Timur,Jatinegara,Bidaracina,03,2024-04-12,April,45.3,25,12,39,00:57
Jakarta Timur,Jatinegara,Bidaracina,14,2024-05-13,Mei,52.7,33,2,9,22:50
Jakarta Timur,Jatinegara,Bidaracina,12,2024-06-05,Juni,11.4,11,4,24,06:10
Jakarta Timur,Jatinegara,Bidaracina,04,2024-07-10,Juli,14.1,16,12,12,08:08
Jakarta Timur,Jatinegara,Bidaracina,12,2024-08-01,Agustus,39.0,68,4,20,22:26
Jakarta Timur,Jatinegara,Bidaracina,13,2024-09-12,September,61.3,29,6,33,06:14
Jakarta Timur,Jatinegara,Bidaracina,14,2024-10-17,Oktober,66.4,180,10,111,11:56
Jakarta Timur,Jatinegara,Bidaracina,07,2024-10-21,Oktober,57.8,175,5,131,19:01
Jakarta Timur,Jatinegara,Bidaracina,02,2024-11-18,November,101.7,78,16,82,15:06
Jakarta Timur,Jatinegara,Bidaracina,15,2024-11-28,November,98.5,68,12,85,06:19
Jakarta Timur,Jatinegara,Bidaracina,15,2024-12-04,Desember,147.9,182,18,118,00:50
Jakarta Timur,Jatinegara,Bidaracina,13,2024-12-25,Desember,144.1,178,23,131,10:03
Jakarta Timur,Jatinegara,Cipinang Cempedak,11,2024-01-11,Januari,89.8,197,12,43,00:10
Jakarta Timur,Jatinegara,Cipinang Cempedak,01,2024-01-01,Januari,77.3,216,9,44,14:41
Jakarta Timur,Jatinegara,Cipinang Cempedak,03,2024-02-06,Februari,96.8,93,49,95,16:45
Jakarta Timur,Jatinegara,Cipinang Cempedak,15,2024-02-13,Februari,88.0,101,36,86,12:49
Jakarta Timur,Jatinegara,Cipinang Cempedak,07,2024-03-01,Maret,120.1,219,27,62,21:44
Jakarta Timur,Jatinegara,Cipinang Cempedak,11,2024-03-20,Maret,153.1,220,25,70,01:33
Jakarta Timur,Jatinegara,Cipinang Cempedak,04,2024-04-26,April,33.8,65,2,16,02:45
Jakarta Timur,Jatinegara,Cipinang Cempedak,04,2024-05-18,Mei,35.6,58,3,20,16:12
Jakarta Timur,Jatinegara,Cipinang Cempedak,13,2024-06-13,Juni,8.1,13,12,26,05:45
Jakarta Timur,Jatinegara,Cipinang Cempedak,10,2024-07-08,Juli,53.2,2,0,29,23:50
Jakarta Timur,Jatinegara,Cipinang Cempedak,05,2024-08-16,Agustus,42.7,28,5,27,05:21
Jakarta Timur,Jatinegara,Cipinang Cempedak,08,2024-09-13,September,56.0,39,9,11,09:05
Jakarta Timur,Jatinegara,Cipinang Cempedak,03,2024-10-02,Oktober,149.4,69,20,53,18:11
Jakarta Timur,Jatinegara,Cipinang Cempedak,02,2024-10-09,Oktober,126.7,67,9,36,03:12
Jakarta Timur,Jatinegara,Cipinang Cempedak,06,2024-11-05,November,137.0,142,38,45,16:23
Jakarta Timur,Jatinegara,Cipinang Cempedak,02,2024-11-07,November,110.8,154,38,65,16:00
Jakarta Timur,Jatinegara,Cipinang Cempedak,04,2024-12-22,Desember,143.6,94,35,64,12:32
Jakarta Timur,Jatinegara,Cipinang Cempedak,07,2024-12-23,Desember,133.8,71,21,34,18:04
Jakarta Timur,Jatinegara,Rawa Bunga,15,2024-01-21,Januari,85.4,146,20,101,19:48
Jakarta Timur,Jatinegara,Rawa Bunga,01,2024-01-19,Januari,91.8,140,33,97,08:25
Jakarta Timur,Jatinegara,Rawa Bunga,09,2024-02-05,Februari,60.8,233,39,112,07:07
Jakarta Timur,Jatinegara,Rawa Bunga,01,2024-02-08,Februari,75.4,225,27,128,22:03
Jakarta Timur,Jatinegara,Rawa Bunga,06,2024-03-24,Maret,46.3,54,41,88,00:52
Jakarta Timur,Jatinegara,Rawa Bunga,06,2024-03-17,Maret,72.2,80,34,70,14:11
Jakarta Timur,Jatinegara,Rawa Bunga,06,2024-04-03,April,1.8,44,6,22,08:16
Jakarta Timur,Jatinegara,Rawa Bunga,10,2024-05-20,Mei,20.9,58,8,25,05:40
Jakarta Timur,Jatinegara,Rawa Bunga,14,2024-06-14,Juni,16.4,9,4,34,18:29
Jakarta Timur,Jatinegara,Rawa Bunga,01,2024-07-28,Juli,13.2,67,9,22,08:14
Jakarta Timur,Jatinegara,Rawa Bunga,15,2024-08-02,Agustus,15.6,13,11,25,16:35
Jakarta Timur,Jatinegara,Rawa Bunga,15,2024-09-02,September,2.0,24,3,25,19:56
Jakarta Timur,Jatinegara,Rawa Bunga,02,2024-10-25,Oktober,83.8,158,6,109,16:36
Jakarta Timur,Jatinegara,Rawa Bunga,02,2024-10-24,Oktober,66.6,153,9,118,00:35
Jakarta Timur,Jatinegara,Rawa Bunga,10,2024-11-19,November,71.8,194,11,74,15:38
Jakarta Timur,Jatinegara,Rawa Bunga,13,2024-11-08,November,68.0,195,26,73,03:50
Jakarta Timur,Jatinegara,Rawa Bunga,02,2024-12-20,Desember,61.2,75,41,85,04:01
Jakarta Timur,Jatinegara,Rawa Bunga,04,2024-12-07,Desember,43.5,89,45,104,19:03
Jakarta Timur,Jatinegara,Cipinang Besar Utara,13,2024-01-19,Januari,124.3,196,36,104,17:35
Jakarta Timur,Jatinegara,Cipinang Besar Utara,01,2024-01-25,Januari,129.8,229,28,104,09:50
Jakarta Timur,Jatinegara,Cipinang Besar Utara,14,2024-02-12,Februari,183.6,196,11,83,10:12
Jakarta Timur,Jatinegara,Cipinang Besar Utara,04,2024-02-25,Februari,189.1,193,18,83,19:36
Jakarta Timur,Jatinegara,Cipinang Besar Utara,04,2024-03-04,Maret,192.0,184,13,89,14:20
Jakarta Timur,Jatinegara,Cipinang Besar Utara,15,2024-03-13,Maret,192.1,178,31,96,03:41
Jakarta Timur,Jatinegara,Cipinang Besar Utara,08,2024-04-11,April,13.2,6,3,17,13:13
Jakarta Timur,Jatinegara,Cipinang Besar Utara,12,2024-05-04,Mei,8.7,43,5,22,09:59
Jakarta Timur,Jatinegara,Cipinang Besar Utara,09,2024-06-20,Juni,15.6,42,4,12,03:11
Jakarta Timur,Jatinegara,Cipinang Besar Utara,09,2024-07-15,Juli,33.3,3,11,36,03:24
Jakarta Timur,Jatinegara,Cipinang Besar Utara,13,2024-08-09,Agustus,25.5,50,2,23,13:35
Jakarta Timur,Jatinegara,Cipinang Besar Utara,15,2024-09-16,September,13.0,62,8,10,04:01
Jakarta Timur,Jatinegara,Cipinang Besar Utara,07,2024-10-12,Oktober,109.8,118,41,59,22:44
Jakarta Timur,Jatinegara,Cipinang Besar Utara,08,2024-10-10,Oktober,109.2,110,37,73,04:12
Jakarta Timur,Jatinegara,Cipinang Besar Utara,09,2024-11-25,November,60.5,110,14,81,21:56
Jakarta Timur,Jatinegara,Cipinang Besar Utara,07,2024-11-28,November,60.6,92,23,94,09:29
Jakarta Timur,Jatinegara,Cipinang Besar Utara,04,2024-12-16,Desember,132.2,142,24,120,08:34
Jakarta Timur,Jatinegara,Cipinang Besar Utara,06,2024-12-15,Desember,140.2,171,24,116,21:41
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,13,2024-01-27,Januari,85.7,70,41,71,10:25
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,05,2024-01-14,Januari,63.3,54,35,73,07:03
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,02,2024-02-28,Februari,108.1,137,42,78,19:00
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,09,2024-02-03,Februari,118.2,127,29,106,18:26
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,02,2024-03-28,Maret,183.4,158,29,128,06:03
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,08,2024-03-26,Maret,179.6,135,39,121,03:16
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,03,2024-04-01,April,11.2,17,9,12,08:32
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,08,2024-05-23,Mei,23.7,35,3,13,19:09
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,09,2024-06-27,Juni,12.6,18,2,39,12:47
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,06,2024-07-22,Juli,23.4,13,2,10,14:47
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,13,2024-08-28,Agustus,55.7,39,5,33,02:23
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,04,2024-09-28,September,10.3,58,11,28,04:11
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,04,2024-10-04,Oktober,77.0,229,25,39,15:57
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,07,2024-10-06,Oktober,73.8,226,39,61,23:23
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,09,2024-11-26,November,78.7,57,43,108,13:48
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,15,2024-11-09,November,58.9,86,33,109,08:08
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,09,2024-12-27,Desember,179.8,201,3,57,15:33
Jakarta Timur,Jatinegara,Cipinang Besar Selatan,12,2024-12-28,Desember,188.4,172,23,57,22:59
Jakarta Timur,Jatinegara,Cipinang Muara,05,2024-01-03,Januari,170.2,190,17,71,02:33
Jakarta Timur,Jatinegara,Cipinang Muara,14,2024-01-21,Januari,170.9,209,19,74,16:18
Jakarta Timur,Jatinegara,Cipinang Muara,10,2024-02-21,Februari,186.1,210,30,50,03:56
Jakarta Timur,Jatinegara,Cipinang Muara,13,2024-02-27,Februari,159.1,185,30,57,07:56
Jakarta Timur,Jatinegara,Cipinang Muara,07,2024-03-22,Maret,54.8,106,19,58,16:38
Jakarta Timur,Jatinegara,Cipinang Muara,11,2024-03-26,Maret,43.4,129,28,69,20:18
Jakarta Timur,Jatinegara,Cipinang Muara,11,2024-04-26,April,33.6,28,2,13,12:11
Jakarta Timur,Jatinegara,Cipinang Muara,14,2024-05-12,Mei,17.6,0,11,30,11:12
Jakarta Timur,Jatinegara,Cipinang Muara,06,2024-06-07,Juni,26.5,12,5,40,06:22
Jakarta Timur,Jatinegara,Cipinang Muara,07,2024-07-25,Juli,49.9,54,1,14,15:48
Jakarta Timur,Jatinegara,Cipinang Muara,15,2024-08-19,Agustus,4.3,20,6,18,22:52
Jakarta Timur,Jatinegara,Cipinang Muara,10,2024-09-19,September,56.4,75,4,10,20:30
Jakarta Timur,Jatinegara,Cipinang Muara,04,2024-10-09,Oktober,70.5,138,23,91,03:14
Jakarta Timur,Jatinegara,Cipinang Muara,08,2024-10-15,Oktober,54.8,141,19,117,06:56
Jakarta Timur,Jatinegara,Cipinang Muara,09,2024-11-17,November,105.7,113,16,40,06:05
Jakarta Timur,Jatinegara,Cipinang Muara,05,2024-11-03,November,112.4,89,13,66,10:57
Jakarta Timur,Jatinegara,Cipinang Muara,02,2024-12-03,Desember,113.7,55,38,105,22:09
Jakarta Timur,Jatinegara,Cipinang Muara,08,2024-12-11,Desember,131.5,46,34,104,17:25
Jakarta Timur,Kramat Jati,Kramat Jati,12,2024-01-27,Januari,179.2,236,36,111,11:44
Jakarta Timur,Kramat Jati,Kramat Jati,15,2024-01-01,Januari,186.3,219,26,108,00:57
Jakarta Timur,Kramat Jati,Kramat Jati,07,2024-02-10,Februari,152.7,91,6,105,11:18
Jakarta Timur,Kramat Jati,Kramat Jati,10,2024-02-25,Februari,140.5,68,7,122,03:53
Jakarta Timur,Kramat Jati,Kramat Jati,11,2024-03-25,Maret,122.3,217,19,109,06:42
Jakarta Timur,Kramat Jati,Kramat Jati,15,2024-03-21,Maret,140.4,237,8,97,21:38
Jakarta Timur,Kramat Jati,Kramat Jati,06,2024-04-17,April,10.5,14,7,25,09:02
Jakarta Timur,Kramat Jati,Kramat Jati,07,2024-05-03,Mei,42.3,31,11,47,09:54
Jakarta Timur,Kramat Jati,Kramat Jati,10,2024-06-03,Juni,17.7,6,4,19,18:51
Jakarta Timur,Kramat Jati,Kramat Jati,06,2024-07-28,Juli,52.9,23,6,21,15:54
Jakarta Timur,Kramat Jati,Kramat Jati,06,2024-08-09,Agustus,5.4,19,7,27,02:56
Jakarta Timur,Kramat Jati,Kramat Jati,10,2024-09-17,September,33.8,25,1,15,17:04
Jakarta Timur,Kramat Jati,Kramat Jati,07,2024-10-14,Oktober,130.2,221,22,107,11:01
Jakarta Timur,Kramat Jati,Kramat Jati,14,2024-10-04,Oktober,120.1,215,26,103,12:44
Jakarta Timur,Kramat Jati,Kramat Jati,10,2024-11-10,November,193.6,53,6,81,10:40
Jakarta Timur,Kramat Jati,Kramat Jati,10,2024-11-04,November,179.9,54,18,77,07:05
Jakarta Timur,Kramat Jati,Kramat Jati,10,2024-12-13,Desember,145.0,97,13,120,19:25
Jakarta Timur,Kramat Jati,Kramat Jati,10,2024-12-10,Desember,152.3,84,22,118,11:03
Jakarta Timur,Kramat Jati,Batu Ampar,15,2024-01-06,Januari,114.6,176,17,86,04:17
Jakarta Timur,Kramat Jati,Batu Ampar,06,2024-01-11,Januari,103.4,191,20,82,00:29
Jakarta Timur,Kramat Jati,Batu Ampar,03,2024-02-26,Februari,165.3,177,20,90,08:56
Jakarta Timur,Kramat Jati,Batu Ampar,05,2024-02-21,Februari,168.1,198,26,91,03:19
Jakarta Timur,Kramat Jati,Batu Ampar,13,2024-03-13,Maret,185.3,75,29,78,07:41
Jakarta Timur,Kramat Jati,Batu Ampar,13,2024-03-12,Maret,167.1,69,17,78,07:59
Jakarta Timur,Kramat Jati,Batu Ampar,13,2024-04-28,April,14.8,38,1,4,13:34
Jakarta Timur,Kramat Jati,Batu Ampar,15,2024-05-16,Mei,2.9,40,10,22,09:34
Jakarta Timur,Kramat Jati,Batu Ampar,09,2024-06-04,Juni,10.2,6,3,23,07:41
Jakarta Timur,Kramat Jati,Batu Ampar,10,2024-07-08,Juli,2.1,33,7,15,01:10
Jakarta Timur,Kramat Jati,Batu Ampar,05,2024-08-15,Agustus,55.2,27,6,27,10:25
Jakarta Timur,Kramat Jati,Batu Ampar,04,2024-09-25,September,27.5,10,6,26,21:13
Jakarta Timur,Kramat Jati,Batu Ampar,05,2024-10-27,Oktober,135.5,131,16,64,15:22
Jakarta Timur,Kramat Jati,Batu Ampar,02,2024-10-18,Oktober,145.2,132,10,74,21:44
Jakarta Timur,Kramat Jati,Batu Ampar,12,2024-11-01,November,103.4,128,27,73,09:53
Jakarta Timur,Kramat Jati,Batu Ampar,05,2024-11-14,November,85.5,157,28,65,05:45
Jakarta Timur,Kramat Jati,Batu Ampar,04,2024-12-19,Desember,179.1,143,19,54,01:52
Jakarta Timur,Kramat Jati,Batu Ampar,04,2024-12-08,Desember,200.1,137,7,44,19:55
Jakarta Timur,Kramat Jati,Balekambang,07,2024-01-06,Januari,84.0,102,15,58,15:49
Jakarta Timur,Kramat Jati,Balekambang,12,2024-01-11,Januari,72.9,128,19,82,03:05
Jakarta Timur,Kramat Jati,Balekambang,11,2024-02-09,Februari,163.8,233,17,102,05:07
Jakarta Timur,Kramat Jati,Balekambang,15,2024-02-09,Februari,146.7,245,20,114,23:36
Jakarta Timur,Kramat Jati,Balekambang,05,2024-03-24,Maret,74.2,122,13,132,04:57
Jakarta Timur,Kramat Jati,Balekambang,15,2024-03-06,Maret,58.8,103,27,128,12:54
Jakarta Timur,Kramat Jati,Balekambang,12,2024-04-03,April,50.2,70,2,30,06:23
Jakarta Timur,Kramat Jati,Balekambang,13,2024-05-09,Mei,61.8,36,5,20,14:58
Jakarta Timur,Kramat Jati,Balekambang,07,2024-06-02,Juni,37.8,23,5,37,23:57
Jakarta Timur,Kramat Jati,Balekambang,09,2024-07-25,Juli,60.5,30,8,28,15:31
Jakarta Timur,Kramat Jati,Balekambang,13,2024-08-12,Agustus,52.5,42,2,12,09:49
Jakarta Timur,Kramat Jati,Balekambang,04,2024-09-07,September,43.7,39,9,20,09:33
Jakarta Timur,Kramat Jati,Balekambang,14,2024-10-25,Oktober,99.5,68,17,119,08:51
Jakarta Timur,Kramat Jati,Balekambang,02,2024-10-20,Oktober,90.5,85,14,122,11:57
Jakarta Timur,Kramat Jati,Balekambang,12,2024-11-16,November,144.3,131,18,91,00:32
Jakarta Timur,Kramat Jati,Balekambang,02,2024-11-17,November,114.5,127,33,99,12:01
Jakarta Timur,Kramat Jati,Balekambang,05,2024-12-27,Desember,90.1,101,33,70,11:13
Jakarta Timur,Kramat Jati,Balekambang,08,2024-12-26,Desember,113.9,83,19,85,03:14
Jakarta Timur,Kramat Jati,Kampung Tengah,04,2024-01-21,Januari,126.9,48,21,70,06:14
Jakarta Timur,Kramat Jati,Kampung Tengah,13,2024-01-07,Januari,104.1,45,12,47,12:17
Jakarta Timur,Kramat Jati,Kampung Tengah,05,2024-02-08,Februari,132.7,100,22,59,03:46
Jakarta Timur,Kramat Jati,Kampung Tengah,09,2024-02-21,Februari,168.5,124,9,38,07:19
Jakarta Timur,Kramat Jati,Kampung Tengah,03,2024-03-13,Maret,167.7,120,6,103,21:40
Jakarta Timur,Kramat Jati,Kampung Tengah,12,2024-03-16,Maret,148.1,129,26,75,08:14
Jakarta Timur,Kramat Jati,Kampung Tengah,06,2024-04-12,April,67.3,41,4,17,00:56
Jakarta Timur,Kramat Jati,Kampung Tengah,10,2024-05-08,Mei,35.9,25,9,13,13:58
Jakarta Timur,Kramat Jati,Kampung Tengah,15,2024-06-01,Juni,15.5,28,4,11,04:53
Jakarta Timur,Kramat Jati,Kampung Tengah,13,2024-07-06,Juli,13.5,39,2,24,16:46
Jakarta Timur,Kramat Jati,Kampung Tengah,04,2024-08-26,Agustus,25.2,55,5,15,05:43
Jakarta Timur,Kramat Jati,Kampung Tengah,06,2024-09-03,September,22.8,71,2,30,03:06
Jakarta Timur,Kramat Jati,Kampung Tengah,07,2024-10-23,Oktober,64.3,162,15,70,13:26
Jakarta Timur,Kramat Jati,Kampung Tengah,10,2024-10-17,Oktober,90.5,153,2,74,18:04
Jakarta Timur,Kramat Jati,Kampung Tengah,06,2024-11-08,November,123.0,143,27,108,00:55
Jakarta Timur,Kramat Jati,Kampung Tengah,03,2024-11-04,November,116.7,125,23,130,21:01
Jakarta Timur,Kramat Jati,Kampung Tengah,01,2024-12-07,Desember,141.5,203,28,83,02:44
Jakarta Timur,Kramat Jati,Kampung Tengah,12,2024-12-13,Desember,147.0,197,34,101,13:47
Jakarta Timur,Kramat Jati,Dukuh,08,2024-01-09,Januari,192.0,169,28,62,15:27
Jakarta Timur,Kramat Jati,Dukuh,04,2024-01-21,Januari,193.1,155,26,52,01:29
Jakarta Timur,Kramat Jati,Dukuh,13,2024-02-28,Februari,134.0,216,14,92,04:29
Jakarta Timur,Kramat Jati,Dukuh,02,2024-02-12,Februari,149.1,190,30,95,12:22
Jakarta Timur,Kramat Jati,Dukuh,15,2024-03-12,Maret,137.5,127,36,58,01:35
Jakarta Timur,Kramat Jati,Dukuh,13,2024-03-21,Maret,138.7,130,46,53,20:06
Jakarta Timur,Kramat Jati,Dukuh,10,2024-04-25,April,44.3,35,3,27,09:32
Jakarta Timur,Kramat Jati,Dukuh,10,2024-05-27,Mei,22.9,39,9,14,02:16
Jakarta Timur,Kramat Jati,Dukuh,10,2024-06-28,Juni,29.2,20,4,23,03:50
Jakarta Timur,Kramat Jati,Dukuh,10,2024-07-08,Juli,43.5,41,2,25,04:41
Jakarta Timur,Kramat Jati,Dukuh,01,2024-08-15,Agustus,50.2,60,8,11,00:42
Jakarta Timur,Kramat Jati,Dukuh,14,2024-09-16,September,3.8,39,3,10,20:49
Jakarta Timur,Kramat Jati,Dukuh,15,2024-10-11,Oktober,141.6,203,20,51,17:21
Jakarta Timur,Kramat Jati,Dukuh,01,2024-10-27,Oktober,172.2,208,29,35,10:07
Jakarta Timur,Kramat Jati,Dukuh,04,2024-11-27,November,42.0,226,38,92,15:33
Jakarta Timur,Kramat Jati,Dukuh,07,2024-11-09,November,66.9,241,34,94,12:23
Jakarta Timur,Kramat Jati,Dukuh,10,2024-12-10,Desember,74.0,150,33,67,09:03
Jakarta Timur,Kramat Jati,Dukuh,15,2024-12-22,Desember,66.1,159,35,86,04:04
Jakarta Timur,Kramat Jati,Cawang,12,2024-01-19,Januari,118.5,59,31,127,21:56
Jakarta Timur,Kramat Jati,Cawang,14,2024-01-14,Januari,157.7,69,40,127,05:42
Jakarta Timur,Kramat Jati,Cawang,02,2024-02-03,Februari,144.1,180,10,130,13:06
Jakarta Timur,Kramat Jati,Cawang,01,2024-02-19,Februari,128.1,178,18,110,01:06
Jakarta Timur,Kramat Jati,Cawang,01,2024-03-13,Maret,125.4,223,23,51,07:35
Jakarta Timur,Kramat Jati,Cawang,14,2024-03-24,Maret,163.5,216,23,50,13:53
Jakarta Timur,Kramat Jati,Cawang,03,2024-04-09,April,24.5,12,4,44,15:56
Jakarta Timur,Kramat Jati,Cawang,11,2024-05-07,Mei,18.2,36,1,11,07:46
Jakarta Timur,Kramat Jati,Cawang,11,2024-06-07,Juni,62.3,54,3,23,17:56
Jakarta Timur,Kramat Jati,Cawang,02,2024-07-20,Juli,34.7,17,1,29,03:37
Jakarta Timur,Kramat Jati,Cawang,05,2024-08-16,Agustus,8.3,4,7,8,15:08
Jakarta Timur,Kramat Jati,Cawang,13,2024-09-10,September,54.0,53,5,27,22:23
Jakarta Timur,Kramat Jati,Cawang,06,2024-10-08,Oktober,113.0,210,25,64,21:20
Jakarta Timur,Kramat Jati,Cawang,06,2024-10-25,Oktober,91.6,188,37,51,17:21
Jakarta Timur,Kramat Jati,Cawang,02,2024-11-16,November,86.6,95,18,90,20:24
Jakarta Timur,Kramat Jati,Cawang,10,2024-11-26,November,83.9,89,10,100,23:25
Jakarta Timur,Kramat Jati,Cawang,02,2024-12-12,Desember,192.2,53,46,117,05:58
Jakarta Timur,Kramat Jati,Cawang,10,2024-12-03,Desember,182.7,79,32,111,19:34
Jakarta Timur,Kramat Jati,Cililitan,07,2024-01-09,Januari,177.7,105,46,76,17:56
Jakarta Timur,Kramat Jati,Cililitan,13,2024-01-09,Januari,168.1,91,39,83,08:10
Jakarta Timur,Kramat Jati,Cililitan,05,2024-02-11,Februari,146.2,183,27,110,14:55
Jakarta Timur,Kramat Jati,Cililitan,04,2024-02-07,Februari,151.4,185,21,100,08:20
Jakarta Timur,Kramat Jati,Cililitan,10,2024-03-11,Maret,142.2,89,45,106,01:26
Jakarta Timur,Kramat Jati,Cililitan,13,2024-03-08,Maret,157.0,91,37,108,08:15
Jakarta Timur,Kramat Jati,Cililitan,09,2024-04-27,April,48.6,4,10,10,06:43
Jakarta Timur,Kramat Jati,Cililitan,06,2024-05-13,Mei,41.0,29,7,24,22:36
Jakarta Timur,Kramat Jati,Cililitan,07,2024-06-27,Juni,49.8,46,3,22,15:05
Jakarta Timur,Kramat Jati,Cililitan,02,2024-07-24,Juli,36.1,6,6,6,16:37
Jakarta Timur,Kramat Jati,Cililitan,07,2024-08-24,Agustus,36.6,28,4,33,07:35
Jakarta Timur,Kramat Jati,Cililitan,01,2024-09-09,September,33.1,35,3,41,02:21
Jakarta Timur,Kramat Jati,Cililitan,11,2024-10-10,Oktober,85.7,79,26,96,13:04
Jakarta Timur,Kramat Jati,Cililitan,09,2024-10-08,Oktober,90.0,65,15,84,22:03
Jakarta Timur,Kramat Jati,Cililitan,13,2024-11-26,November,155.8,220,24,64,09:59
Jakarta Timur,Kramat Jati,Cililitan,09,2024-11-22,November,167.3,232,21,81,15:47
Jakarta Timur,Kramat Jati,Cililitan,14,2024-12-22,Desember,106.2,189,13,128,06:47
Jakarta Timur,Kramat Jati,Cililitan,11,2024-12-16,Desember,109.4,193,24,119,06:25
Jakarta Timur,Pasar Rebo,Pekayon,12,2024-01-06,Januari,120.0,114,7,120,16:05
Jakarta Timur,Pasar Rebo,Pekayon,13,2024-01-21,Januari,99.4,127,6,125,13:39
Jakarta Timur,Pasar Rebo,Pekayon,10,2024-02-26,Februari,88.6,103,30,100,18:38
Jakarta Timur,Pasar Rebo,Pekayon,08,2024-02-03,Februari,66.7,105,33,104,05:35
Jakarta Timur,Pasar Rebo,Pekayon,10,2024-03-20,Maret,91.0,62,24,119,02:33
Jakarta Timur,Pasar Rebo,Pekayon,14,2024-03-23,Maret,87.3,56,25,103,08:56
Jakarta Timur,Pasar Rebo,Pekayon,13,2024-04-24,April,0.5,32,1,33,18:22
Jakarta Timur,Pasar Rebo,Pekayon,04,2024-05-12,Mei,38.7,37,9,42,04:57
Jakarta Timur,Pasar Rebo,Pekayon,12,2024-06-13,Juni,44.1,13,4,10,14:29
Jakarta Timur,Pasar Rebo,Pekayon,04,2024-07-03,Juli,38.5,44,11,48,06:50
Jakarta Timur,Pasar Rebo,Pekayon,02,2024-08-19,Agustus,46.0,4,1,29,08:06
Jakarta Timur,Pasar Rebo,Pekayon,08,2024-09-02,September,23.6,24,5,43,20:49
Jakarta Timur,Pasar Rebo,Pekayon,13,2024-10-20,Oktober,98.2,97,9,33,18:45
Jakarta Timur,Pasar Rebo,Pekayon,12,2024-10-12,Oktober,97.4,80,15,57,14:22
Jakarta Timur,Pasar Rebo,Pekayon,14,2024-11-02,November,37.7,104,13,94,08:09
Jakarta Timur,Pasar Rebo,Pekayon,04,2024-11-03,November,55.6,96,12,81,18:10
Jakarta Timur,Pasar Rebo,Pekayon,15,2024-12-13,Desember,142.3,152,28,87,21:33
Jakarta Timur,Pasar Rebo,Pekayon,08,2024-12-14,Desember,123.0,168,21,93,15:59
Jakarta Timur,Pasar Rebo,Gedong,12,2024-01-07,Januari,53.5,68,30,37,04:16
Jakarta Timur,Pasar Rebo,Gedong,07,2024-01-23,Januari,63.4,97,44,55,13:54
Jakarta Timur,Pasar Rebo,Gedong,07,2024-02-24,Februari,51.8,224,27,50,02:58
Jakarta Timur,Pasar Rebo,Gedong,05,2024-02-19,Februari,43.2,237,28,67,04:16
Jakarta Timur,Pasar Rebo,Gedong,03,2024-03-27,Maret,157.8,230,43,93,19:45
Jakarta Timur,Pasar Rebo,Gedong,11,2024-03-27,Maret,158.2,242,27,77,03:28
Jakarta Timur,Pasar Rebo,Gedong,15,2024-04-17,April,53.1,29,11,43,16:32
Jakarta Timur,Pasar Rebo,Gedong,01,2024-05-06,Mei,29.2,46,4,20,23:49
Jakarta Timur,Pasar Rebo,Gedong,15,2024-06-14,Juni,40.6,18,9,11,21:39
Jakarta Timur,Pasar Rebo,Gedong,03,2024-07-24,Juli,50.1,47,11,29,02:55
Jakarta Timur,Pasar Rebo,Gedong,04,2024-08-03,Agustus,6.3,31,7,19,09:33
Jakarta Timur,Pasar Rebo,Gedong,11,2024-09-04,September,12.6,55,9,34,03:13
Jakarta Timur,Pasar Rebo,Gedong,08,2024-10-13,Oktober,177.6,56,39,106,22:56
Jakarta Timur,Pasar Rebo,Gedong,02,2024-10-22,Oktober,155.5,87,44,125,01:57
Jakarta Timur,Pasar Rebo,Gedong,09,2024-11-28,November,76.9,238,36,85,10:05
Jakarta Timur,Pasar Rebo,Gedong,03,2024-11-15,November,65.6,219,49,75,09:19
Jakarta Timur,Pasar Rebo,Gedong,10,2024-12-11,Desember,102.6,154,25,67,01:59
Jakarta Timur,Pasar Rebo,Gedong,15,2024-12-18,Desember,87.8,158,41,81,23:25
